Date	Home-Team	Away-Team	For	Against	Attendance	Competition	Comp	Comments	Referee	Awarded	Round	Period	
4/5/2003	California Gold	San Diego Gauchos	2	3	620	League Game	LGE			As Scored	0	0	
4/11/2003	California Gold	Utah Blitzz	1	1	480	League Game	LGE			As Scored	0	0	
4/12/2003	California Gold	Utah Blitzz	1	0	286	League Game	LGE			As Scored	0	0	
4/18/2003	Virginia Beach Mariners	Cincinnati Riverhawks	3	2	843	League Game	LGE			As Scored	0	0	
4/19/2003	California Gold	San Diego Gauchos	0	0	742	League Game	LGE			As Scored	0	0	
4/19/2003	Charlotte Eagles	Cincinnati Riverhawks	0	1	804	League Game	LGE			As Scored	0	0	
4/19/2003	Fresno Fuego	Nevada Wonders	4	1	100	League Game	LGE			As Scored	0	0	
4/19/2003	New York Freedoms	Westchester Flames	4	1	100	League Game	LGE			As Scored	0	0	
4/19/2003	Richmond Kickers	Charleston Battery	0	2	1,811	League Game	LGE			As Scored	0	0	
4/25/2003	California Gold	Nevada Wonders	4	0	50	League Game	LGE			As Scored	0	0	
4/25/2003	Carolina Dynamo	Long Island Rough Riders	2	2	100	League Game	LGE			As Scored	0	0	
4/25/2003	Charlotte Eagles	Pittsburgh Riverhounds	0	5	100	League Game	LGE			As Scored	0	0	
4/25/2003	El Paso Patriots	Minnesota Thunder	0	1	1,434	League Game	LGE			As Scored	0	0	
4/25/2003	San Diego Gauchos	Utah Blitzz	1	2	100	League Game	LGE			As Scored	0	0	
4/25/2003	Richmond Kickers	Indiana Blast	3	0	343	League Game	LGE			As Scored	0	0	
4/26/2003	Atlanta Silverbacks	Pittsburgh Riverhounds	2	2	1,469	League Game	LGE			As Scored	0	0	
4/26/2003	Charleston Battery	Montreal Impact	1	0	4,813	League Game	LGE			As Scored	0	0	
4/26/2003	Fresno Fuego	California Gold	4	2	400	League Game	LGE			As Scored	0	0	
4/26/2003	New Jersey Stallions	New Hampshire Phantoms	2	1	350	League Game	LGE			As Scored	0	0	
4/26/2003	New York Freedoms	Reading Rage	1	2	100	League Game	LGE			As Scored	0	0	
4/26/2003	San Diego Gauchos	Utah Blitzz	1	3	330	League Game	LGE			As Scored	0	0	
4/26/2003	Virginia Beach Mariners	Indiana Blast	2	0	566	League Game	LGE			As Scored	0	0	
4/26/2003	Westchester Flames	Western Mass Pioneers	5	4	60	League Game	LGE			As Scored	0	0	
4/27/2003	El Paso Patriots	Minnesota Thunder	2	1	100	League Game	LGE			As Scored	0	0	
5/1/2003	Portland Timbers	Seattle Sounders	0	1	100	League Game	LGE			As Scored	0	0	
5/2/2003	BYU Cougars	Nevada Wonders	3	0	100	League Game	LGE			As Scored	0	0	
5/2/2003	Charlotte Eagles	Syracuse Salty Dogs	1	3	100	League Game	LGE			As Scored	0	0	
5/2/2003	Cincinnati Riverhawks	Indiana Blast	3	0	100	League Game	LGE			As Scored	0	0	
5/2/2003	Houston Toros	Texas Spurs	3	4	100	League Game	LGE			As Scored	0	0	
5/2/2003	Rochester Rhinos	Atlanta Silverbacks	2	2	100	League Game	LGE			As Scored	0	0	
5/2/2003	Seattle Sounders	Portland Timbers	2	0	100	League Game	LGE			As Scored	0	0	
5/3/2003	Austin Lightning	Houston Toros	4	3	100	League Game	LGE			As Scored	0	0	
5/3/2003	Carolina Dynamo	Wilmington Hammerheads	2	1	100	League Game	LGE			As Scored	0	0	
5/3/2003	Charleston Battery	Virginia Beach Mariners	3	1	100	League Game	LGE			As Scored	0	0	
5/3/2003	Indiana Invaders	Ft. Wayne Fever	2	0	100	League Game	LGE			As Scored	0	0	
5/3/2003	Louisiana Outlaws	Nashville Metros	0	2	100	League Game	LGE			As Scored	0	0	
5/3/2003	New Hampshire Phantoms	Western Mass Pioneers	3	2	100	League Game	LGE			As Scored	0	0	
